Time,Server,Offset,Delay
2025-04-15T16:13:36Z,192.168.251.15,-0.12691116333007812,-9.059906005859375e-05
2025-04-15T16:15:04Z,192.168.251.15,-0.1322040557861328,-0.0012197494506835938
2025-04-15T16:20:28Z,192.168.251.15,-0.1302790641784668,-0.00013446807861328125
2025-04-16T09:58:25Z,192.168.251.15,-0.13964080810546875,-0.0001392364501953125
