Time,Server,Offset,Delay
2025-04-15T16:13:36Z,192.168.251.32,-0.12540006637573242,-0.00018405914306640625
2025-04-15T16:15:04Z,192.168.251.32,-0.13155627250671387,-0.0002617835998535156
2025-04-15T16:20:28Z,192.168.251.32,-0.12903237342834473,-0.00017309188842773438
2025-04-16T09:58:25Z,192.168.251.32,-0.13785290718078613,-0.0004086494445800781
