Time,Server,Offset,Delay
2025-04-15T16:13:36Z,192.168.251.21,-0.12655019760131836,-0.00014400482177734375
2025-04-15T16:15:04Z,192.168.251.21,-0.13139605522155762,-0.00014066696166992188
2025-04-15T16:20:28Z,192.168.251.21,-0.1300342082977295,-0.00020456314086914062
2025-04-16T09:58:25Z,192.168.251.21,-0.13915419578552246,-0.00011205673217773438
