Time,Server,Offset,Delay
2025-04-15T16:13:36Z,192.168.251.22,-0.12630462646484375,-0.0001583099365234375
2025-04-15T16:15:04Z,192.168.251.22,-0.13238286972045898,-0.00012111663818359375
2025-04-15T16:20:28Z,192.168.251.22,-0.12969255447387695,-0.0002574920654296875
2025-04-16T09:58:25Z,192.168.251.22,-0.1390697956085205,-0.00017118453979492188
