Time,Server,Offset,Delay
2025-04-15T16:13:36Z,192.168.251.24,-0.12595367431640625,-0.000141143798828125
2025-04-15T16:15:04Z,192.168.251.24,-0.1319749355316162,-0.00012254714965820312
2025-04-15T16:20:28Z,192.168.251.24,-0.12959051132202148,-0.0001220703125
2025-04-16T09:58:25Z,192.168.251.24,-0.13859868049621582,-0.00015592575073242188
