Time,Server,Offset,Delay,Offset_Diff_From_Avg,Sign
2025-04-16T12:30:05Z,192.168.251.14,-0.14020824432373047,0.0008192062377929688,-0.001908763249715173,-
2025-04-16T12:30:05Z,192.168.251.15,-0.14000988006591797,0.0008411407470703125,-0.001710398991902673,-
2025-04-16T12:30:05Z,192.168.251.18,-0.13945770263671875,-0.000148773193359375,-0.0011582215627034542,-
2025-04-16T12:30:05Z,192.168.251.21,-0.14023160934448242,0.0009136199951171875,-0.001932128270467126,-
2025-04-16T12:30:05Z,192.168.251.22,-0.14014363288879395,0.0009016990661621094,-0.0018441518147786495,-
2025-04-16T12:30:05Z,192.168.251.24,-0.14014267921447754,0.0008730888366699219,-0.0018431981404622433,-
2025-04-16T12:30:05Z,192.168.251.30,-0.1399073600769043,0.0008726119995117188,-0.001607879002889001,-
2025-04-16T12:30:05Z,192.168.251.32,-0.14006304740905762,-0.00022363662719726562,-0.0017635663350423214,-
2025-04-16T12:30:05Z,192.168.251.33,-0.14059853553771973,0.0010437965393066406,-0.002299054463704431,-
2025-04-16T12:30:05Z,192.168.251.38,-0.13947129249572754,-0.00024366378784179688,-0.0011718114217122433,-
2025-04-16T12:30:05Z,192.168.251.39,-0.13909125328063965,-0.00012445449829101562,-0.0007917722066243527,-
2025-04-16T12:30:22Z,Average,-0.1382994810740153,0,0,N/A
2025-04-16T12:35:22Z,157.20.66.8,-0.13270878791809082,0.037442684173583984,-0.0018209616343180246,-
2025-04-16T12:35:22Z,ntp.doca.gov.in,-0.1374225616455078,0.05311870574951172,-0.006534735361735017,-
2025-04-16T12:35:32Z,samay1.nic.in,0,0,0,
2025-04-16T12:35:22Z,samay2.nic.in,-0.13420915603637695,0.021989822387695312,-0.0033213297526041574,-
2025-04-16T12:35:22Z,192.168.251.12,-0.13176274299621582,-0.00019121170043945312,-0.0008749167124430246,-
2025-04-16T12:35:22Z,192.168.251.14,-0.12936830520629883,-0.00010013580322265625,0.0015195210774739676,+
2025-04-16T12:35:22Z,192.168.251.15,-0.12702417373657227,-0.00020503997802734375,0.00386365254720053,+
2025-04-16T12:35:22Z,192.168.251.18,-0.12485766410827637,-9.107589721679688e-05,0.0060301621754964285,+
2025-04-16T12:35:22Z,192.168.251.21,-0.13820791244506836,-0.00012874603271484375,-0.007320086161295564,-
2025-04-16T12:35:22Z,192.168.251.22,-0.13589811325073242,-8.678436279296875e-05,-0.005010286966959626,-
2025-04-16T12:35:22Z,192.168.251.24,-0.13375401496887207,-9.107589721679688e-05,-0.0028661886850992746,-
2025-04-16T12:35:22Z,192.168.251.30,-0.1313784122467041,-0.00019025802612304688,-0.0004905859629313059,-
2025-04-16T12:35:22Z,192.168.251.32,-0.12929630279541016,-0.00010967254638671875,0.0015915234883626395,+
2025-04-16T12:35:22Z,192.168.251.33,-0.1270427703857422,-0.00010013580322265625,0.003845055898030608,+
2025-04-16T12:35:22Z,192.168.251.38,-0.12546086311340332,-0.00010347366333007812,0.005426963170369475,+
2025-04-16T12:35:22Z,192.168.251.39,-0.12492561340332031,-0.0001506805419921875,0.005962212880452483,+
2025-04-16T12:35:32Z,Average,-0.1308878262837728,0,0,N/A
2025-04-16T12:40:32Z,157.20.66.8,-0.13814115524291992,0.04985237121582031,-0.0037882328033447266,-
2025-04-16T12:40:32Z,ntp.doca.gov.in,-0.1375260353088379,0.04983043670654297,-0.0031731128692626953,-
2025-04-16T12:40:42Z,samay1.nic.in,0,0,0,
2025-04-16T12:40:32Z,samay2.nic.in,-0.13297080993652344,0.036421775817871094,0.0013821125030517578,+
2025-04-16T12:40:32Z,192.168.251.12,-0.13642406463623047,-0.000125885009765625,-0.0020711421966552734,-
2025-04-16T12:40:32Z,192.168.251.14,-0.1332869529724121,-0.00017070770263671875,0.001065969467163086,+
2025-04-16T12:40:32Z,192.168.251.15,-0.1296250820159912,-0.00014925003051757812,0.004727840423583984,+
2025-04-16T12:40:32Z,192.168.251.18,-0.13353371620178223,0.012443065643310547,0.0008192062377929688,+
2025-04-16T12:40:32Z,192.168.251.21,-0.13711786270141602,-0.0002899169921875,-0.0027649402618408203,-
2025-04-16T12:40:32Z,192.168.251.22,-0.13627243041992188,-0.0003414154052734375,-0.0019195079803466797,-
2025-04-16T12:40:32Z,192.168.251.24,-0.1359560489654541,-0.00018644332885742188,-0.0016031265258789062,-
2025-04-16T12:40:32Z,192.168.251.30,-0.13458609580993652,-0.00023698806762695312,-0.00023317337036132812,-
2025-04-16T12:40:32Z,192.168.251.32,-0.1336510181427002,-0.0002818107604980469,0.000701904296875,+
2025-04-16T12:40:32Z,192.168.251.33,-0.1326756477355957,-0.0008525848388671875,0.0016772747039794922,+
2025-04-16T12:40:32Z,192.168.251.38,-0.1321735382080078,-0.00019073486328125,0.002179384231567383,+
2025-04-16T12:40:32Z,192.168.251.39,-0.13135337829589844,-0.00015544891357421875,0.002999544143676758,+
2025-04-16T12:40:42Z,Average,-0.1343529224395752,0,0,N/A
2025-04-16T12:45:42Z,157.20.66.8,-0.13451790809631348,0.04140043258666992,0.0008384386698404855,+
2025-04-16T12:45:42Z,ntp.doca.gov.in,-0.13880443572998047,0.022375106811523438,-0.0034480889638265066,-
2025-04-16T12:45:52Z,samay1.nic.in,0,0,0,
2025-04-16T12:45:42Z,samay2.nic.in,-0.13483595848083496,0.02153635025024414,0.0005203882853190012,+
2025-04-16T12:45:42Z,192.168.251.12,-0.13821792602539062,0.0007333755493164062,-0.002861579259236663,-
2025-04-16T12:45:42Z,192.168.251.14,-0.13587737083435059,-0.00014066696166992188,-0.0005210240681966238,-
2025-04-16T12:45:42Z,192.168.251.15,-0.13358545303344727,-0.00016307830810546875,0.0017708937327066965,+
2025-04-16T12:45:42Z,192.168.251.18,-0.13112521171569824,-0.00015115737915039062,0.00423113505045572,+
2025-04-16T12:45:42Z,192.168.251.21,-0.13068175315856934,-0.00014448165893554688,0.004674593607584626,+
2025-04-16T12:45:42Z,192.168.251.22,-0.13392186164855957,0.009903430938720703,0.0014344851175943918,+
2025-04-16T12:45:42Z,192.168.251.24,-0.1382732391357422,-0.000152587890625,-0.0029168923695882254,-
2025-04-16T12:45:42Z,192.168.251.30,-0.13657617568969727,-0.00025463104248046875,-0.0012198289235433035,-
2025-04-16T12:45:42Z,192.168.251.32,-0.13611769676208496,-0.00020837783813476562,-0.0007613499959309988,-
2025-04-16T12:45:42Z,192.168.251.33,-0.1341416835784912,-0.00013208389282226562,0.0012146631876627512,+
2025-04-16T12:45:42Z,192.168.251.38,-0.13585519790649414,0.004607200622558594,-0.0004988511403401785,-
2025-04-16T12:45:42Z,192.168.251.39,-0.13781332969665527,-0.00012445449829101562,-0.0024569829305013113,-
2025-04-16T12:45:52Z,Average,-0.13535634676615396,0,0,N/A
2025-04-16T12:50:52Z,157.20.66.8,-0.13382244110107422,0.04246330261230469,6.7297617594414e-05,+
2025-04-16T12:50:52Z,ntp.doca.gov.in,-0.13244247436523438,0.010768890380859375,0.0014472643534342577,+
2025-04-16T12:51:02Z,samay1.nic.in,0,0,0,
2025-04-16T12:50:52Z,samay2.nic.in,-0.13071203231811523,0.026525497436523438,0.0031777064005533984,+
2025-04-16T12:50:52Z,192.168.251.12,-0.12479376792907715,-0.00012922286987304688,0.009095970789591484,+
2025-04-16T12:50:52Z,192.168.251.14,-0.13780546188354492,-0.0003185272216796875,-0.003915723164876289,-
2025-04-16T12:50:52Z,192.168.251.15,-0.13523006439208984,-0.00011920928955078125,-0.001340325673421211,-
2025-04-16T12:50:52Z,192.168.251.18,-0.13271713256835938,-9.059906005859375e-05,0.0011726061503092577,+
2025-04-16T12:50:52Z,192.168.251.21,-0.13010811805725098,-0.00010633468627929688,0.003781620661417656,+
2025-04-16T12:50:52Z,192.168.251.22,-0.1300365924835205,-0.00015878677368164062,0.003853146235148125,+
2025-04-16T12:50:52Z,192.168.251.24,-0.13747787475585938,-8.487701416015625e-05,-0.0035881360371907423,-
2025-04-16T12:50:52Z,192.168.251.30,-0.13733220100402832,-0.00022363662719726562,-0.0034424622853596876,-
2025-04-16T12:50:52Z,192.168.251.32,-0.13516569137573242,-0.0002155303955078125,-0.0012759526570637891,-
2025-04-16T12:50:52Z,192.168.251.33,-0.13460826873779297,-0.00026607513427734375,-0.000718530019124336,-
2025-04-16T12:50:52Z,192.168.251.38,-0.13799810409545898,-0.00012874603271484375,-0.004108365376790352,-
2025-04-16T12:50:52Z,192.168.251.39,-0.13809585571289062,-0.0001277923583984375,-0.004206116994221992,-
2025-04-16T12:51:02Z,Average,-0.13388973871866863,0,0,N/A
2025-04-16T12:56:02Z,157.20.66.8,-0.13819074630737305,0.04799652099609375,0.0002366701761881418,+
2025-04-16T12:56:02Z,ntp.doca.gov.in,-0.13801217079162598,0.021946430206298828,0.0004152456919352121,+
2025-04-16T12:56:12Z,samay1.nic.in,0,0,0,
2025-04-16T12:56:02Z,samay2.nic.in,-0.13935112953186035,0.02094888687133789,-0.0009237130482991629,-
2025-04-16T12:56:02Z,192.168.251.12,-0.1386260986328125,0.0009222030639648438,-0.00019868214925131134,-
2025-04-16T12:56:02Z,192.168.251.14,-0.1384260654449463,0.0005879402160644531,1.3510386148996023e-06,+
2025-04-16T12:56:02Z,192.168.251.15,-0.1382286548614502,0.0008673667907714844,0.00019876162211099335,+
2025-04-16T12:56:02Z,192.168.251.18,-0.1383960247039795,-0.00010538101196289062,3.139177958169648e-05,+
2025-04-16T12:56:02Z,192.168.251.21,-0.13871240615844727,0.0008916854858398438,-0.00028498967488607696,-
2025-04-16T12:56:02Z,192.168.251.22,-0.1384260654449463,-0.00012445449829101562,1.3510386148996023e-06,+
2025-04-16T12:56:02Z,192.168.251.24,-0.13835453987121582,-0.0002799034118652344,7.287661234536835e-05,+
2025-04-16T12:56:02Z,192.168.251.30,-0.13824677467346191,0.0005469322204589844,0.0001806418100992746,+
2025-04-16T12:56:02Z,192.168.251.32,-0.13809609413146973,0.0009093284606933594,0.0003313223520914621,+
2025-04-16T12:56:02Z,192.168.251.33,-0.13837409019470215,-0.00022363662719726562,5.332628885904023e-05,+
2025-04-16T12:56:02Z,192.168.251.38,-0.13856983184814453,0.0008640289306640625,-0.00014241536458334259,-
2025-04-16T12:56:02Z,192.168.251.39,-0.13840055465698242,0.0007038116455078125,2.686182657876679e-05,+
2025-04-16T12:56:12Z,Average,-0.1384274164835612,0,0,N/A
2025-04-16T13:01:12Z,157.20.66.8,-0.13699984550476074,0.05004739761352539,-0.0036006995609828285,-
2025-04-16T13:01:12Z,ntp.doca.gov.in,-0.13074707984924316,0.010805606842041016,0.0026520660945347496,+
2025-04-16T13:01:22Z,samay1.nic.in,0,0,0,
2025-04-16T13:01:12Z,samay2.nic.in,-0.12992167472839355,0.026592731475830078,0.003477471215384359,+
2025-04-16T13:01:12Z,192.168.251.12,-0.1256999969482422,-9.441375732421875e-05,0.007699148995535726,+
2025-04-16T13:01:12Z,192.168.251.14,-0.12984156608581543,0.013846874237060547,0.003557579857962484,+
2025-04-16T13:01:12Z,192.168.251.15,-0.13402318954467773,-0.0001392364501953125,-0.0006240436008998207,-
2025-04-16T13:01:12Z,192.168.251.18,-0.12549781799316406,-0.00028324127197265625,0.007901327950613851,+
2025-04-16T13:01:12Z,192.168.251.21,-0.12539196014404297,-0.000255584716796875,0.008007185799734945,+
2025-04-16T13:01:12Z,192.168.251.22,-0.13847661018371582,0.0009093284606933594,-0.005077464239937907,-
2025-04-16T13:01:12Z,192.168.251.24,-0.13805532455444336,0.0003185272216796875,-0.004656178610665446,-
2025-04-16T13:01:22Z,192.168.251.30,0,0,0,
2025-04-16T13:01:12Z,192.168.251.32,-0.13820123672485352,0.0008220672607421875,-0.004802090781075602,-
2025-04-16T13:01:12Z,192.168.251.33,-0.13797903060913086,0.0007314682006835938,-0.004579884665352946,-
2025-04-16T13:01:12Z,192.168.251.38,-0.13817906379699707,-8.821487426757812e-05,-0.004779917853219157,-
2025-04-16T13:01:12Z,192.168.251.39,-0.13857364654541016,0.000873565673828125,-0.005174500601632243,-
2025-04-16T13:01:22Z,Average,-0.1333991459437779,0,0,N/A
2025-04-16T13:06:22Z,157.20.66.8,-0.13198280334472656,0.03993988037109375,-0.00025599797566730476,-
2025-04-16T13:06:22Z,ntp.doca.gov.in,-0.1362757682800293,0.018317222595214844,-0.004548962910970039,-
2025-04-16T13:06:32Z,samay1.nic.in,0,0,0,
2025-04-16T13:06:22Z,samay2.nic.in,-0.13851451873779297,0.024481773376464844,-0.006787713368733711,-
2025-04-16T13:06:22Z,192.168.251.12,-0.1355123519897461,0.005671501159667969,-0.003785546620686836,-
2025-04-16T13:06:22Z,192.168.251.14,-0.13518691062927246,-0.00022840499877929688,-0.003460105260213203,-
2025-04-16T13:06:22Z,192.168.251.15,-0.13525748252868652,-0.00015497207641601562,-0.0035306771596272657,-
2025-04-16T13:06:22Z,192.168.251.18,-0.13272738456726074,-0.00015687942504882812,-0.0010005791982014844,-
2025-04-16T13:06:22Z,192.168.251.21,-0.13257598876953125,-8.96453857421875e-05,-0.0008491834004719923,-
2025-04-16T13:06:22Z,192.168.251.22,-0.13024353981018066,-0.00014925003051757812,0.0014832655588785937,+
2025-04-16T13:06:22Z,192.168.251.24,-0.12992024421691895,-0.0003266334533691406,0.0018065611521403124,+
2025-04-16T13:06:22Z,192.168.251.30,-0.12643027305603027,-0.0003275871276855469,0.005296532313028984,+
2025-04-16T13:06:22Z,192.168.251.32,-0.12638163566589355,-9.012222290039062e-05,0.005345169703165703,+
2025-04-16T13:06:22Z,192.168.251.33,-0.1239469051361084,-9.202957153320312e-05,0.007779900232950859,+
2025-04-16T13:06:22Z,192.168.251.38,-0.1237637996673584,-9.489059448242188e-05,0.00796300570170086,+
2025-04-16T13:06:22Z,192.168.251.39,-0.13718247413635254,-0.00015974044799804688,-0.005455668767293281,-
2025-04-16T13:06:32Z,Average,-0.13172680536905926,0,0,N/A
2025-04-16T13:11:32Z,157.20.66.8,-0.13374638557434082,0.04355287551879883,-0.0018369674682617299,-
2025-04-16T13:11:32Z,ntp.doca.gov.in,-0.1350398063659668,0.021933555603027344,-0.0031303882598877064,-
2025-04-16T13:11:42Z,samay1.nic.in,0,0,0,
2025-04-16T13:11:32Z,samay2.nic.in,-0.13714122772216797,0.022088050842285156,-0.005231809616088878,-
2025-04-16T13:11:32Z,192.168.251.12,-0.1332559585571289,-0.0001087188720703125,-0.0013465404510498158,-
2025-04-16T13:11:32Z,192.168.251.14,-0.13289594650268555,-0.00014209747314453125,-0.0009865283966064564,-
2025-04-16T13:11:32Z,192.168.251.15,-0.13053178787231445,-0.00024127960205078125,0.0013776302337646373,+
2025-04-16T13:11:32Z,192.168.251.18,-0.13037800788879395,-0.00015878677368164062,0.0015314102172851451,+
2025-04-16T13:11:32Z,192.168.251.21,-0.1279447078704834,-9.679794311523438e-05,0.003964710235595692,+
2025-04-16T13:11:32Z,192.168.251.22,-0.12778878211975098,-0.00018835067749023438,0.004120635986328114,+
2025-04-16T13:11:32Z,192.168.251.24,-0.12516236305236816,-0.00018453598022460938,0.006747055053710926,+
2025-04-16T13:11:32Z,192.168.251.30,-0.1249847412109375,-0.000370025634765625,0.0069246768951415905,+
2025-04-16T13:11:32Z,192.168.251.32,-0.13044357299804688,0.015494346618652344,0.0014658451080322155,+
2025-04-16T13:11:32Z,192.168.251.33,-0.13800621032714844,-0.0001773834228515625,-0.006096792221069347,-
2025-04-16T13:11:32Z,192.168.251.38,-0.1358170509338379,-0.00017070770263671875,-0.0039076328277588,-
2025-04-16T13:11:32Z,192.168.251.39,-0.13550472259521484,-0.00019931793212890625,-0.0035953044891357533,-
2025-04-16T13:11:42Z,Average,-0.1319094181060791,0,0,N/A
2025-04-16T13:16:42Z,157.20.66.8,-0.13104653358459473,0.03797578811645508,0.00032798449198404023,+
2025-04-16T13:16:42Z,ntp.doca.gov.in,-0.12778067588806152,0.006682872772216797,0.0035938421885172434,+
2025-04-16T13:16:52Z,samay1.nic.in,0,0,0,
2025-04-16T13:16:42Z,samay2.nic.in,-0.1279611587524414,0.022591590881347656,0.0034133593241373605,+
2025-04-16T13:16:42Z,192.168.251.12,-0.1366405487060547,-0.00013446807861328125,-0.005266030629475921,-
2025-04-16T13:16:42Z,192.168.251.14,-0.1344599723815918,-0.00010395050048828125,-0.00308545430501303,-
2025-04-16T13:16:42Z,192.168.251.15,-0.13207387924194336,-0.00021076202392578125,-0.0006993611653645926,-
2025-04-16T13:16:42Z,192.168.251.18,-0.12963557243347168,-8.916854858398438e-05,0.001738945643107087,+
2025-04-16T13:16:42Z,192.168.251.21,-0.12745165824890137,-0.00010156631469726562,0.0039228598276774,+
2025-04-16T13:16:42Z,192.168.251.22,-0.12517046928405762,-0.00020933151245117188,0.00620404879252115,+
2025-04-16T13:16:42Z,192.168.251.24,-0.12478971481323242,-9.441375732421875e-05,0.006584803263346345,+
2025-04-16T13:16:42Z,192.168.251.30,-0.13043832778930664,0.01552581787109375,0.0009361902872721262,+
2025-04-16T13:16:42Z,192.168.251.32,-0.13788962364196777,-0.00020647048950195312,-0.006515105565389007,-
2025-04-16T13:16:42Z,192.168.251.33,-0.13605308532714844,-0.00015354156494140625,-0.004678567250569671,-
2025-04-16T13:16:42Z,192.168.251.38,-0.13560986518859863,-9.584426879882812e-05,-0.004235347112019866,-
2025-04-16T13:16:42Z,192.168.251.39,-0.13361668586730957,-0.00012540817260742188,-0.0022421677907308035,-
2025-04-16T13:16:52Z,Average,-0.13137451807657877,0,0,N/A
2025-04-16T13:21:52Z,157.20.66.8,-0.1350696086883545,0.04251527786254883,-0.005030266443888348,-
2025-04-16T13:21:52Z,ntp.doca.gov.in,-0.13247346878051758,0.011293411254882812,-0.002434126536051434,-
2025-04-16T13:22:02Z,samay1.nic.in,0,0,0,
2025-04-16T13:21:52Z,samay2.nic.in,-0.13234972953796387,0.027109622955322266,-0.002310387293497723,-
2025-04-16T13:21:52Z,192.168.251.12,-0.125046968460083,-7.963180541992188e-05,0.004992373784383136,+
2025-04-16T13:21:52Z,192.168.251.14,-0.13063812255859375,0.015509605407714844,-0.000598780314127606,-
2025-04-16T13:21:52Z,192.168.251.15,-0.13654375076293945,-0.0001220703125,-0.006504408518473309,-
2025-04-16T13:21:52Z,192.168.251.18,-0.1342005729675293,-0.0001678466796875,-0.004161230723063153,-
2025-04-16T13:21:52Z,192.168.251.21,-0.13174200057983398,-9.441375732421875e-05,-0.0017026583353678404,-
2025-04-16T13:21:52Z,192.168.251.22,-0.13141798973083496,-8.821487426757812e-05,-0.001378647486368817,-
2025-04-16T13:21:52Z,192.168.251.24,-0.1294233798980713,-0.0002484321594238281,0.0006159623463948549,+
2025-04-16T13:21:52Z,192.168.251.30,-0.12902569770812988,-9.584426879882812e-05,0.0010136445363362612,+
2025-04-16T13:21:52Z,192.168.251.32,-0.1269240379333496,-0.000186920166015625,0.0031153043111165346,+
2025-04-16T13:21:52Z,192.168.251.33,-0.12673187255859375,-9.1552734375e-05,0.003307469685872394,+
2025-04-16T13:21:52Z,192.168.251.38,-0.12460184097290039,-0.00031948089599609375,0.005437501271565753,+
2025-04-16T13:21:52Z,192.168.251.39,-0.12440109252929688,-0.0001220703125,0.005638249715169269,+
2025-04-16T13:22:02Z,Average,-0.13003934224446614,0,0,N/A
2025-04-16T13:27:02Z,157.20.66.8,-0.13666772842407227,0.049553871154785156,-0.004139328002929682,-
2025-04-16T13:27:02Z,ntp.doca.gov.in,-0.13077902793884277,0.007786273956298828,0.0017493724822998102,+
2025-04-16T13:27:12Z,samay1.nic.in,0,0,0,
2025-04-16T13:27:02Z,samay2.nic.in,-0.12897443771362305,0.02460002899169922,0.003553962707519537,+
2025-04-16T13:27:02Z,192.168.251.12,-0.13787841796875,0.0008707046508789062,-0.005350017547607416,-
2025-04-16T13:27:02Z,192.168.251.14,-0.13623738288879395,-0.00017690658569335938,-0.0037089824676513616,-
2025-04-16T13:27:02Z,192.168.251.15,-0.13389086723327637,-0.00018835067749023438,-0.0013624668121337835,-
2025-04-16T13:27:02Z,192.168.251.18,-0.1315014362335205,-0.0003104209899902344,0.0010269641876220759,+
2025-04-16T13:27:02Z,192.168.251.21,-0.12925434112548828,-0.00015544891357421875,0.0032740592956543024,+
2025-04-16T13:27:02Z,192.168.251.22,-0.1269075870513916,-0.00011205673217773438,0.005620813369750982,+
2025-04-16T13:27:02Z,192.168.251.24,-0.12662959098815918,-0.00019216537475585938,0.005898809432983404,+
2025-04-16T13:27:02Z,192.168.251.30,-0.13159751892089844,0.014151573181152344,0.0009308815002441462,+
2025-04-16T13:27:02Z,192.168.251.32,-0.12423038482666016,-0.00014495849609375,0.008298015594482427,+
2025-04-16T13:27:02Z,192.168.251.33,-0.1377243995666504,0.0007123947143554688,-0.005195999145507807,-
2025-04-16T13:27:02Z,192.168.251.38,-0.1379561424255371,-8.96453857421875e-05,-0.005427742004394526,-
2025-04-16T13:27:02Z,192.168.251.39,-0.1376967430114746,0.0008058547973632812,-0.005168342590332026,-
2025-04-16T13:27:12Z,Average,-0.13252840042114258,0,0,N/A
2025-04-16T13:32:12Z,157.20.66.8,-0.13182830810546875,0.03606891632080078,-0.0005889097849527958,-
2025-04-16T13:32:12Z,ntp.doca.gov.in,-0.12935757637023926,0.004847049713134766,0.0018818219502766964,+
2025-04-16T13:32:33Z,samay1.nic.in,0,0,0,
2025-04-16T13:32:12Z,samay2.nic.in,-0.1338341236114502,0.020612239837646484,-0.002594725290934241,-
2025-04-16T13:32:12Z,192.168.251.12,-0.13648295402526855,-0.00019502639770507812,-0.0052435557047526005,-
2025-04-16T13:32:12Z,192.168.251.14,-0.1338808536529541,-0.0003094673156738281,-0.0026414553324381473,-
2025-04-16T13:32:12Z,192.168.251.15,-0.13144230842590332,-9.012222290039062e-05,-0.0002029101053873661,-
2025-04-16T13:32:12Z,192.168.251.18,-0.12974858283996582,-9.393692016601562e-05,0.001490815480550134,+
2025-04-16T13:32:12Z,192.168.251.21,-0.12912583351135254,-0.00012731552124023438,0.002113564809163415,+
2025-04-16T13:32:12Z,192.168.251.22,-0.12711286544799805,-0.000179290771484375,0.004126532872517907,+
2025-04-16T13:32:12Z,192.168.251.24,-0.1266169548034668,-0.00019550323486328125,0.004622443517049157,+
